"the, 12
votes, 13
heading, 13
ill, 13
reconstruction, 13
published, 13
House., 13
lay, 13
third, 13
Another, 13
suggest, 13
safe, 13
crimes, 13
created, 13
messages, 13
power., 13
nation., 13
relatively, 13
point., 13
much., 13
medical, 13
Union, 13
participate, 13
Over, 13
confident, 13
Adams, 13
independent, 13
Institute, 13
quotes, 13
Finally,, 13
Lee, 13
Kabul, 13
Still, 13
Korea,, 13
true, 13
evidence, 13
Andrew, 13
chair, 13
keeping, 13
12:20, 13
MS, 13
10:10, 13
behalf, 13
designed, 13
Best, 13
embassies, 13
cuts, 13
conversations, 13
revised, 13
millions, 13
violence., 13
Laszczych,, 13
Web, 13
Political, 13
assistant, 13
24, 13
infrastructure, 13
reaction, 13
6,, 13
staff,, 13
diplomacy,, 13
wake, 13
Fuchs, 13
Mark, 13
noon, 13
provides, 13
think., 13
out,, 13
protests, 13
1:20, 13
moved, 13
2001, 13
original, 13
government., 13
month, 13
HRC:, 13
know., 13
Morocco, 13
pressing, 13
condemn, 13
huge, 13
Remind, 13
bigger, 13
positions, 13
Sounds, 13
partnerships, 13
experts, 13
costs, 13
institutions, 13
Granger, 13
31,, 13
King, 13
missing, 13
days,, 13
Yeo, 13
Yep, 13
due, 13
affairs, 13
analysis, 13
game, 13
formal, 13
Nothing, 13
7,, 13
WJC's, 13
interagency, 13
STATEMENT, 13
Ashton, 13
TV, 13
b/c, 13
nice, 13
summit, 13
requires, 13
Joint, 13
more., 13
exchange, 13
receive, 13
Africa., 13
Israel., 13
attend, 13
light, 13
Thx., 13
Shuttle, 13
improving, 13
DUP, 13
supported, 13
pleased, 13
extremists, 13
PA, 13
drug, 13
value, 13
hall, 13
recognition, 13
UK, 13
CNN, 13
biggest, 13
w/ASSISTANT, 13
administration,, 13
William, 13
MS,, 13
limited, 14
facilities, 14
solution, 14
Sandy, 14
spokesman, 14
10,, 14
cheryl.mills, 14
voted, 14
operations, 14
tomorrow,, 14
AFB, 14
Gen., 14
negotiating, 14
19,, 14
Vargas, 14
project, 14
feeling, 14
Jerusalem, 14
ending, 14
them,, 14
Law, 14
2009,, 14
Remarks, 14
agency, 14
yes, 14
adding, 14
News, 14
202, 14
stronger, 14
Safe, 14
Draft, 14
Sid, 14
government,, 14
father, 14
3:25, 14
Foggy, 14
thousands, 14
heart, 14
Why, 14
maybe, 14
months., 14
cloture, 14
17, 14
1,, 14
knew, 14
removed, 14
Feltman, 14
Principals, 14
LUNCH, 14
peaceful, 14
photos, 14
Service, 14
Would, 14
Before, 14
poll, 14
confirm, 14
You'll, 14
they're, 14
al, 14
president's, 14
poor, 14
fax, 14
sitting, 14
fall, 14
CDM, 14
Department., 14
particular, 14
hour, 14
reflect, 14
largely, 14
8:35, 14
chairman, 14
donor, 14
night., 14
Suite, 14
fine, 14
writes, 14
executive, 14
activity, 14
days., 14
fund, 14
cut, 14
creation, 14
strongest, 14
Here's, 14
faith, 14
Secy's, 14
Megan, 14
sometimes, 14
draw, 14
Asian, 14
issued, 14
broader, 14
expressed, 14
Greek, 14
implement, 14
addressed, 14
tax, 14
sought, 14
rape, 14
lines, 14
agricultural, 14
Thanks,, 14
puts, 14
Two, 14
mandate, 14
warned, 14
society, 14
sexual, 14
TAPPER:, 14
AFFAIRS, 14
unless, 14
Meanwhile,, 14
agencies, 14
comment, 14
walk, 14
together,, 14
ensuring, 14
Reason:, 14
student, 14
fighting, 14
restore, 14
e-mail, 14
Iraq., 14
recipient., 14
universal, 14
40, 14
4., 14
Maria, 14
again., 14
sorry, 15
Paul, 15
27,, 15
established, 15
AT&T, 15
WASHINGTON, 15
war., 15
example, 15
maintain, 15
DINNER, 15
Huma;, 15
tried, 15
Valmoro,, 15
hunger, 15
wide, 15
fair, 15
Per, 15
subject, 15
interest, 15
seven, 15
fighters, 15
candidate, 15
board, 15
cultural, 15
desire, 15
aimed, 15
Now,, 15
core, 15
Cameron, 15
negative, 15
initial, 15
statement., 15
died, 15
corps, 15
passage, 15
choice, 15
Rich, 15
country's, 15
values, 15
figure, 15
Best,, 15
plus, 15
rule, 15
violence,, 15
turned, 15
considered, 15
BUREAU, 15
postconflict, 15
daily, 15
jobs, 15
similar, 15
Leader, 15
direction, 15
Jm, 15
(T), 15
document, 15
death, 15
setting, 15
RICE:, 15
fill, 15
Melanne, 15
evening., 15
shortly., 15
difference, 15
achieving, 15
pay, 15
Bottom, 15
insurance, 15
passed, 15
Chief, 15
security., 15
Robinson, 15
session, 15
threats, 15
corruption, 15
opposition, 15
21st, 15
became, 15
Adviser, 15
say,, 15
dialogue, 15
Dialogue, 15
9, 15
levels, 15
purpose, 15
spent, 15
popular, 15
absolutely, 15
AM,, 15
O, 15
Shah, 15
Jeff, 15
Twitter, 15
Presentation, 15
structure, 15
vice, 15
readout, 15
PHOTO, 15
McHale,, 15
euro, 15
Chinese, 15
started, 15
material, 15
eastern, 15
reporters, 15
area, 15
Verma,, 15
Oval, 15
complete, 15
combat, 15
eight, 15
Saturday, 15
knowledge, 15
meant, 15
freeze, 15
opening, 15
Second,, 15
views, 15
center, 15
hands, 15
*, 15
goals, 15
record, 15
bringing, 16
consistent, 16
army, 16
support., 16
aware, 16
Forman, 16
Burns, 16
hearing, 16
guidance, 16
despite, 16
Craig, 16
suggested, 16
reported, 16
Home, 16
greatest, 16
previous, 16
office., 16
Philip, 16
country,, 16
5,, 16
Are, 16
establish, 16
citizens, 16
failure, 16
[5, 16
Jiloty, 16
6:10, 16
During, 16
thru, 16
expanding, 16
F.M., 16
man, 16
natural, 16
remember, 16
whenever, 16
qualified, 16
soon., 16
happen, 16
Rights, 16
BlackBerry, 16
city, 16
population, 16
require, 16
Sean, 16
so., 16
drive, 16
concern, 16
reading, 16
POTUS, 16
running, 16
Although, 16
audience, 16
Yes., 16
strongly, 16
Lady, 16
includes, 16
starting, 16
Eikenberry, 16
decide, 16
joined, 16
ahead, 16
Haiti's, 16
options, 16
followed, 16
town, 16
coalition, 16
history, 16
fundamental, 16
<, 16
committee, 16
WORKING, 16
<preines, 16
Indian, 16
youth, 16
measures, 16
Honduras, 16
Egypt, 16
cover, 16
context, 16
settlements, 16
Israel's, 16
urgent, 16
AMS, 16
Cc:, 16
A., 16
required, 16
sector, 16
seemed, 16
possible., 16
entire, 16
noted, 16
you'd, 16
larger, 16
journalists, 16
missile, 16
instead, 16
Abedin, 16
looks, 16
identified, 16
effort., 16
advisor, 16
priority, 16
exactly, 16
you!, 16
one., 16
stuff, 16
finally, 16
PJ, 16
happened, 16
202-647-5548., 16
rights,, 16
pressure, 16
7th, 16
Boehner, 16
highest, 16
Iranian, 17
women's, 17
actions, 17
wrong, 17
break, 17
day., 17
encourage, 17
Human, 17
engagement, 17
tough, 17
asks, 17
basic, 17
child, 17
"a, 17
INTERVIEW, 17
statements, 17
Korean, 17
22,, 17
interested, 17
holding, 17
push, 17
647-2972, 17
quick, 17
allowed, 17
interesting, 17
investigation, 17
cabinet, 17
possibility, 17
Do, 17
REMARKS, 17
proud, 17
black, 17
W., 17
commitments, 17
period, 17
minister, 17
policies, 17
Operations, 17
fully, 17
thinks, 17
Monica, 17
Great, 17
Diplomacy, 17
armed, 17
today's, 17
played, 17
developed, 17
Senior, 17
house, 17
gotten, 17
strengthen, 17
security,, 17
networks, 17
impact, 17
failed, 17
Today,, 17
century, 17
B5,B6, 17
emergency, 17
women,, 17
China,, 17
Their, 17
appropriate, 17
Ms., 17
posted, 17
etc., 17
2008, 17
Mrs., 17
Turkey, 17
pushing, 17
reflects, 17
sort, 17
Smith, 17
mention, 17
yesterday., 17
development,, 17
view, 17
Central, 17
York-LaGuardia, 17
Thanks., 17
present, 17
thus, 17
began, 17
party, 17
(or, 17
freedom, 17
dangerous, 17
recognize, 17
in., 17
aides, 18
relationships, 18
9,, 18
room, 18
writing, 18
tells, 18
Jones, 18
decided, 18
FYI:, 18
debt, 18
planned, 18
25,, 18
Last, 18
hand, 18
ago,, 18
Jake,, 18
School, 18
civic, 18
15,, 18
authorities, 18
dealing, 18
Public, 18
water, 18
here., 18
half, 18
term, 18
living, 18
Joe, 18
gives, 18
Situation, 18
develop, 18
Lanka, 18
ok, 18
Pakistan., 18
wasn't, 18
Susan, 18
Libya,, 18
knows, 18
learn, 18
you've, 18
Got, 18
officers, 18
Capitol, 18
French, 18
Daniel, 18
however,, 18
raise, 18
PREP, 18
internal, 18
matters, 18
Bob, 18
spending, 18
diplomacy., 18
results, 18
Netanyahu, 18
notes, 18
involved, 18
leaving, 18
3., 18
Iran,, 18
agenda, 18
meeting., 18
13,, 18
However,, 18
4:45, 18
<HDR22@clintonemail.com>, 18
Pat, 18
12,, 18
Sullivan, 18
stories, 18
deliver, 18
addition, 18
call., 18
terrorist, 18
upon, 18
9:45, 18
Sunday, 18
Dirksen, 18
avoid, 18
reaching, 18
Western, 19
me,, 19
b/I, 19
credit, 19
Also, 19
recommend, 19
Monroe, 19
Reines,, 19
Planning, 19
Working, 19
weekend., 19
Internet, 19
capacity, 19
improve, 19
apparently, 19
thanks, 19
attached, 19
To:, 19
floor, 19
join, 19
Monday., 19
economy, 19
presence, 19
Tbd, 19
principles, 19
transition, 19
sheet, 19
Stevens, 19
Hall, 19
embassy, 19
edits, 19
Many, 19
Since, 19
NW, 19
Obama,, 19
commander, 19
PRIME, 19
returned, 19
Department,, 19
20, 19
TBD, 19
18,, 19
relief, 19
whole, 19
moving, 19
obviously, 19
majority, 19
word, 19
Israelis, 19
cell, 19
opinion, 19
challenge, 19
Harold, 19
providing, 19
policy,, 19
importance, 19
perhaps, 19
State., 19
DROP-BY, 19
domestic, 19
success, 19
broad, 19
although, 19
quickly, 19
Islamic, 19
stay, 19
resolution, 19
elections, 20
Jeffrey, 20
is,, 20
Bank, 20
AMBASSADOR, 20
announce, 20
bad, 20
nature, 20
proposed, 20
ago., 20
background, 20
weekend, 20
stability, 20
on., 20
Call, 20
director, 20
am., 20
process., 20
welcome, 20
Joanne, 20
gone, 20
opportunities, 20
woman, 20
I'd, 20
Nora, 20
minutes], 20
sustainable, 20
simply, 20
checking, 20
higher, 20
comprehensive, 20
Carter, 20
people,, 20
12:45, 20
towards, 20
farmers, 20
Haiti,, 20
AT, 20
sides, 20
waiting, 20
2:45, 20
Wednesday, 20
democracy, 20
region., 20
related, 20
CONFERENCE, 20
interests, 20
Other, 20
Blair, 20
Under, 20
various, 20
areas, 20
career, 20
partner, 20
gets, 20
host, 20
H., 20
mean, 21
too., 21
Then, 21
Quartet, 21
result, 21
there's, 21
initiative, 21
voice, 21
fact,, 21
longer, 21
per, 21
shift, 21
overall, 21
11, 21
15, 21
Haiti., 21
AVAILABILITY, 21
nearly, 21
Declassify, 21
way., 21
events, 21
out., 21
expect, 21
certain, 21
coverage, 21
bilateral, 21
Arturo, 21
Sent:, 21
him,, 21
First, 21
experience, 21
plane, 21
return, 21
all,, 21
energy, 21
11:15, 21
8, 21
defense, 21
conditions, 21
War, 21
described, 21
5:15, 21
Committee, 21
ago, 21
An, 21
putting, 21
us., 21
six, 21
world,, 21
Mills, 21
Meeting, 21
individual, 21
concerns, 21
reform, 21
That's, 21
Pakistan's, 21
work., 21
San, 21
issues,, 21
now,, 21
funds, 21
places, 21
signed, 21
others., 22
Russian, 22
times, 22
States,, 22
States., 22
Palestinians, 22
discussions, 22
expected, 22
post, 22
raised, 22
vision, 22
adviser, 22
love, 22
achieve, 22
shows, 22
Brazil, 22
speaking, 22
released, 22
20,, 22
7:30, 22
Afghanistan., 22
Marshall, 22
scheduled, 22
U.N., 22
prepare, 22
Brown, 22
brief, 22
social, 22
Libya., 22
haven't, 22
beginning, 22
TEAM, 22
justice, 22
pretty, 22
BY, 22
years,, 22
creating, 22
else, 22
30, 22
<JilotyLC@state.gov>, 22
people., 22
organizations, 22
honor, 22
central, 22
sanctions, 22
British, 22
gender, 22
planning, 22
ability, 22
Hope, 22
terrorism, 22
coordination, 22
page, 22
11,, 22
leader, 22
education, 22
agriculture, 22
school, 23
whose, 23
Group, 23
main, 23
successful, 23
democratic, 23
crucial, 23
her., 23
friend, 23
seem, 23
climate, 23
countries., 23
Sorry, 23
families, 23
Convention, 23
brought, 23
old, 23
felt, 23
prevent, 23
11:45, 23
Attached, 23
appears, 23
crisis, 23
Petraeus, 23
Asia, 23
open, 23
anyone, 23
1., 23
Reagan, 23
West, 23
act, 23
deeply, 23
states, 23
goal, 23
mission, 23
2., 23
funding, 23
print, 23
President's, 23
Peace, 23
African, 23
delivered, 23
continuing, 23
Times, 23
she's, 23
issue., 23
Indonesia, 23
debate, 23
R, 23
colleagues, 23
partnership, 23
1:45, 23
approval, 23
proposal, 23
Subject:, 23
Have, 23
Taliban, 23
26,, 23
immediately, 23
basis, 23
First,, 23
Statement, 23
friends, 23
world's, 24
arms, 24
financial, 24
series, 24
matter, 24
respond, 24
thoughts, 24
head, 24
inside, 24
bottom, 24
good., 24
and,, 24
date, 24
policy., 24
course, 24
plans, 24
training, 24
turn, 24
directly, 24
on:, 24
ideas, 24
Iran's, 24
Education, 24
6:30, 24
Madame, 24
Sudan, 24
touch, 24
We've, 24
legal, 24
politics, 24
day,, 24
PRESIDENT, 24
course,, 24
everyone, 24
w, 24
forward., 24
JOINT, 24
wrote, 24
available, 24
understanding, 24
long-term, 24
community, 24
throughout, 24
8:00, 24
resources, 24
continues, 24
led, 24
engage, 24
high, 24
write, 24
"It, 24
relations, 24
partners, 24
words, 24
growth, 24
serve, 25
responsible, 25
min], 25
stop, 25
2:15, 25
release, 25
cooperation, 25
647-9071, 25
serious, 25
troops, 25
Post, 25
(and, 25
track, 25
offered, 25
developing, 25
Is, 25
Judith, 25
problems, 25
Benghazi,, 25
Thursday, 25
settlement, 25
Karzai, 25
C05739661, 25
paper, 25
seeking, 25
➢, 25
intelligence, 25
years., 25
recently, 25
We're, 25
SECRETARIES, 25
department, 25
Al, 25
back., 25
traveling, 25
NATO, 25
Madam, 25
speech., 25
willing, 25
2011, 25
USAID, 25
allow, 25
promote, 25
1.4(B), 25
Strategic, 25
focused, 25
powerful, 26
we'll, 26
Slaughter,, 26
Embassy, 26
folks, 26
fight, 26
sign, 26
live, 26
QDDR, 26
7:00, 26
year,, 26
answer, 26
12:15, 26
D;, 26
general, 26
consider, 26
large, 26
known, 26
numbers, 26
responsibility, 26
Also,, 26
4:15, 26
humanitarian, 26
attention, 26
29,, 26
CEREMONY, 26
remains, 26
Jiloty,, 26
front, 26
allies, 26
five, 26
necessary, 26
February, 26
risk, 27
administration's, 27
24,, 27
Vice, 27
Pentagon, 27
afternoon, 27
tonight., 27
text, 27
year., 27
PRIVATE, 27
violent, 27
using, 27
5, 27
pass, 27
know,, 27
2,, 27
someone, 27
More, 27
According, 27
Prime, 27
communications, 27
example,, 27
Staff, 27
says,, 27
Spray, 27
reached, 27
system, 27
clearly, 27
Sen., 27
diplomats, 27
Reid, 27
Tuesday, 28
weeks, 28
17,, 28
terms, 28
confirmed, 28
ops, 28
everything, 28
dinner, 28
level, 28
believes, 28
14,, 28
World, 28
copy, 28
comes, 28
21,, 28
we've, 28
4, 28
2010,, 28
START, 28
religious, 28
respect, 28
takes, 28
Michael, 28
ready, 28
moment, 28
Of, 28
decision, 28
either, 28
helping, 28
Now, 28
business, 28
schedule, 28
control, 28
mentioned, 28
Administration, 28
written, 28
Her, 28
add, 28
We'll, 28
York,, 29
talking, 29
meetings, 29
Haitian, 29
zone, 29
23,, 29
name, 29
Kurt, 29
afternoon., 29
ground, 29
rest, 29
NY, 29
agree, 29
10:45, 29
children, 29
version, 29
certainly, 29
remain, 29
Democrats, 29
Washington,, 29
story, 29
Ops, 29
Muslim, 29
lives, 29
Bibi, 29
range, 29
video, 29
president,, 29
Can, 29
request, 29
Sri, 29
C05739767, 29
Below, 29
problem, 29
details, 29
ever, 30
India, 30
Happy, 30
Importance:, 30
asking, 30
Rice, 30
discussion, 30
future., 30
remarks, 30
Your, 30
member, 30
EU, 30
leave, 30
leading, 30
Base, 30
closely, 30
shared, 30
there., 30
PIR, 30
essential, 30
concerned, 30
greater, 30
5:30, 30
bit, 30
Slaughter, 30
Mike, 30
needed, 31
Republicans, 31
FYI., 31
top., 31
couple, 31
steps, 31
Lissa, 31
show, 31
ways, 31
article, 31
according, 31
Dr., 31
lack, 31
hours, 31
taken, 31
found, 31
reason, 31
kind, 31
email., 31
9:00, 31
budget, 31
used, 31
yesterday, 31
threat, 31
that., 31
While, 31
USG, 31
Good, 31
spray, 31
Rodham, 31
this,, 31
tell, 32
phone, 32
Please, 32
Philippe, 32
16,, 32
life, 32
aid, 32
family, 32
attacks, 32
offer, 32
Some, 32
talked, 32
increase, 32
advance, 32
soon, 32
Oak, 32
traffic, 32
included, 32
Secretary,, 32
Mexico, 32
lost, 32
Robert, 32
tonight, 32
After, 32
today,, 33
me., 33
University, 33
treaty, 33
outside, 33
billion, 33
supporting, 33
police, 33
nation, 33
Afghanistan,, 33
held, 33
Libyan, 33
it,, 33
bill, 33
5:00, 33
Russia, 33
seeing, 33
Franklin, 33
presidential, 33
announced, 33
Iraq, 33
Development, 33
York, 33
latest, 33
Friday, 33
assistance,, 34
3:15, 34
Policy, 34
Bush, 34
programs, 34
left, 34
country., 34
sending, 34
looking, 34
language, 34
2, 34
enough, 34
region, 34
wants, 34
thinking, 34
stand, 34
1:15, 34
ambassador, 34
behind, 34
Affairs, 34
issues., 34
prepared, 34
Nations, 34
difficult, 34
PM,, 34
Barack, 34
worth, 35
men, 35
travel, 35
Jack, 35
law, 35
Palestinian, 35
Press, 35
away, 35
DC, 35
civil, 35
Clinton,, 35
groups, 35
heard, 35
below., 35
he's, 35
note, 35
regarding, 35
weapons, 35
provided, 35
discussed, 35
nothing, 35
program, 35
Tom, 35
late, 35
person, 35
often, 35
question, 35
Senator, 35
conversation, 35
fact, 35
connect, 35
job, 35
LaGuardia, 35
Mitchell, 35
works, 35
four, 36
interview, 36
European, 36
PRE-BRIEF, 36
., 36
Gates, 36
specific, 36
night, 36
election, 36
negotiations, 36
update, 36
positive, 36
effective, 36
trade, 36
response, 36
Benjamin, 36
Carleto, 36
J;, 36
probably, 36
McChrystal, 36
8:15, 36
says., 36
special, 36
doesn't, 36
won't, 36
America's, 36
position, 36
minutes, 36
understand, 36
hear, 37
goes, 37
months, 37
challenges, 37
quite, 37
begin, 37
(direct), 37
students, 37
significant, 37
..., 37
Africa, 37
based, 37
means, 37
personnel, 37
book, 37
changes, 38
week., 38
went, 38
second, 38
seek, 38
Branch, 38
Chris, 38
Global, 38
10:15, 38
thank, 38
Monday, 38
progress, 38
committed, 38
1:30, 38
can't, 38
Pakistani, 38
How, 38
him., 38
action, 38
Benghazi, 38
beyond, 38
potential, 38
time,, 38
face, 38
met, 39
secure, 39
His, 39
personal, 39
week,, 39
RE:, 39
My, 39
No, 39
share, 39
that's, 39
feel, 39
play, 39
Holbrooke, 39
[Branch,, 39
America, 39
Director, 39
*Official, 39
China, 39
High, 39
calling, 39
received, 39
almost, 39
B1, 39
8th, 39
direct, 40
reports, 40
campaign, 40
earlier, 40
side, 40
re, 40
them., 40
visit, 40
cannot, 40
review, 40
short, 40
service, 40
WEEKLY, 40
run, 40
anything, 40
Sent, 40
helped, 40
less, 40
Congress, 41
well., 41
contact, 41
o, 41
These, 41
situation, 41
served, 41
makes, 41
3, 41
Democratic, 41
agreed, 41
lead, 41
force, 42
All, 42
days, 42
points, 42
big, 42
gave, 42
ensure, 42
happy, 42
governments, 42
memo, 42
especially, 42
money, 42
Yes,, 42
sense, 42
food, 42
Thanks, 42
close, 42
currently, 42
step, 42
young, 42
that,, 42
"We, 42
piece, 42
you're, 43
C, 43
photo, 43
Let, 43
assistance, 43
place, 43
little, 43
saw, 43
include, 43
idea, 43
least, 43
chief, 43
Republican, 43
