SenderPersonId;ExtractedBodyText
16;"Ebeling, Betsy.
Tuesday, June 1, 2010 9:12 AM
H
RE:"
16;"Ebeling, Betsy
Monday, June 7, 2010 9:30 AM
RE: Sad news
We cannot seem to change DCFS' decision and it looks as though it will close. You were the first recipient of their yearly
honor. Where will these boys go?"
16;Thanks, Gertie, for the very sweet effort. I know such great women, lucky me.
16;"RELEASE IN PART
B6
Gert: thank you for sending the letter to
retirement.
on the occasion of her
flew in to surprise her at the luncheon. It was a great day
all around for a great lady. Thanks again. B"
16;"Under-Skin Defibrillators Seen Closer to Reality
By BARRY MEIER
The likelihood that patients in the United States may some day receive heart defibrillators that can operate without
electrical wires connected to their hearts has moved a step closer, according to a study published Wednesday.
The development of the new type of defibrillator has been long pursued by a researcher, Dr. Gust H. Bardy, at the Seattle
Institute for Cardiac Research in Seattle. And in the study in The New England Journal of Medicine, Dr. Bardy and other
researchers reported that initial trials of such a device in patients were successful.
Defibrillators fire an electrical jolt to interrupt a potentially fatal heart rhythm and restore normal beating. For a unit to
function, a surgeon must thread an electrical sensing wire through a blood vessel into a patient's heart. The wires pose
risks because they can, on rare occasion, puncture the heart during implantation or fracture while in place.
The new version delivers the electrical jolt by means of a sensor implanted under the skin near the chest bone. A power
unit is placed under the skin on the side of the chest.
The new device is already for sale in some European countries, but Dr. Bardy and others cautioned that full-scale, long-
term trials were still needed to prove the implant's worth to the Food and Drug Administration. Even if successful, the
unit could not be used by all patients who needed a defibrillator, but several researchers said they were excited by the new
study nonetheless.
Dr. Douglas P. Zipes, a professor at the Indiana University School of Medicine in Indianapolis, said the new device could
someday displace existing models used in many patients Every month, about 10,000 patients in this country get a
defibrillator, either for the first time or as replacements for devices whose batteries have worn out.
In recent years, the safety of defibrillator wires has come in particular focus because a model made by Medtronic has been
prone to fracturing. Hundreds of patients who received the model have had to undergo new operations to replace it. Also,
scar tissue often builds up around intravenous wires, a process that can make removing and replacing them difficult or
dangerous.
Dr. Bardy said in a telephone interview that the deaths of several patients many years ago because of wire-related injuries
were a factor in his interest in developing the new device.
""You are looking at a therapy that can avert, we hope, complications and be as effective,"" he said.
In the study published Wednesday, Dr. Bardy and others reported that the new device had undergone several successful
initial trials, including one in which it was used for a year in about 60 patients.
The device is being developed by Cameron Health, a small company in San Clemente, Calif., that was co-founded by Dr.
Bardy. Since the cardiologist began work on the project about a decade ago, the defibrillator he helped design has gone
through several iterations.
The device will not be suitable for a significant number of heart patients, particularly those who require units that also
include a pacemaker, which regulates a heart that is beating too fast or too slowly.
But Dr. Bardy estimated that the device could work in about 25 percent of patients who now get a defibrillator. These are
largely patients at risk, because of genetic factors or certain types of heart diseases, for a type of erratic cardiac rhythm
that can cause sudden death. Dr. Bardy said the cost of the new device is about the same as a standard defibrillator.
However, he said it could help reduce health care costs, because implanting it is much simpler.
Before the device can be sold here, Cameron Health will have to submit more extensive human trial data to theF.D.A.. Dr.
Bardy said a larger study of the device has just begun in this country and overseas and that it will most likely take a year or
more to assemble data from it for the agency's review."
16;"Attended Ambassador Capricia's event last night at the Art Institute. It was a magical evening.
We sat with the ambassador
from Guyana and the ambassador from the Philippines. Lovely people. A staff from the Dept of
State sat with us: Gladys hope she would report that we
behaved. A lovely idea this field trip for the big guys/gals.
ambassadors pretending that they were more excited about going to the
Merc. Rick's group doing a great job. Now if only the weather would cooperate. We had 2 1/2 inches
of rain this morning."
16;"Ebeling, Betsy <
Wednesday, August 11, 2010 9:28 AM
H; Huma Abedin; abedinh@state.gov; RussoRV@state.gov
Something has gone haywire with my blackberry (oh no!!) so I must apologize if you have already
heard from me and if not, apologize again for the delay in getting back to you with my update. Rob,
the letter arrived on time and and I delivered it to the family at the wake last
night, and the kids were so touched by the letter and the effort made by all of you. said
through tears: that wonderful woman!! And that you are, my Dear Gert. Your words meant so
much to the kids and They were showing it, very carefully, to s family, especially her
father. This was a hard one. Love you, B"
16;"Ebeling, Betsy
Thursday, May 27, 2010 4:33 PM
H
ole0.bmp
FISA director leaves legacy of collaboration
Breaking down barriers
Wednesday, May 26, 2010
By Tina Calabro, Pittsburgh Post-Gazette
Pam Panchak/Post-Gazette
FISA Foundation retiring executive director Dee Delaney, left, with the new executive director,
Kristy Trautmann.
To people in the local disability community, Dee Delaney is a household name.
When news came this spring of her intention to retire as executive director of FISA Foundation in
August, one could almost hear a collective gasp. With 14 years at the helm of the small but
influential foundation, Ms. Delaney has had a pronounced and lasting influence on quality of life in
our region.
On behalf of FISA, Ms. Delaney has changed the local landscape not only by funding projects with
far-reaching results, but by bringing people together to craft solutions to longstanding problems and
by becoming personally involved in many of the projects the foundation funds.
She became the first executive director of FISA Foundation when it began in 1996 with proceeds
from the sale of Hannarville Rehabilitation Center, a nonprofit, to HealthSouth, a for-profit
organization.
The new foundation would continue the mission of the Federation of Independent School Alumnae,
an organization that opened a convalescent home for women in 1911 and the Harmarville
Rehabilitation Center in 1954. That mission was to improve the lives of women, girls and people
with disabilities in Western Pennsylvania.
Ms. Delaney, who had been involved with Harmarville since 1980 -- starting as a volunteer and
ending as development director of its foundation -- sought the job of leading FISA. ""I realized the
impact the foundation could have. FISA is not a large foundation, but it's a very focused
foundation,"" she said.
Over the past 14 years, FISA's endowment has grown to more than $38 million. Over $17 million
has been granted to 726 projects in 298 organizations.
A roll call of projects funded by FISA reflects progressive thinking about including of people with
disabilities in all aspects of life, especially access to health care. Programs have become national
models.
Women with disabilities, for example, often encounter barriers in typical healthcare settings.
Standard exam tables and diagnostic equipment were designed for the able-bodied, and medical
staff often struggle to accommodate individuals with special needs. FISA provided the seed money
for the Center for Women with Disabilities at Magee-Womens Hospital of UPMC, one of the first
such clinics in the nation. FISA is involved in the overall issue of improving access to healthcare
for people with disabilities.
Likewise, people with disabilities have difficulty obtaining dental care. A FISA-funded project at
Achieva is creating statewide, systemic solutions. FISA also provided support for the Center for
Patients with Special Needs at Pitt's School of Dental Medicine.
FISA has also taken the lead on training arts and cultural venues how to make events more
accessible and helping places of worship more welcoming
""Dee is a national leader in the field. If there were more people like her, we wouldn't have the
issues we have,"" said Kim Hutchinson, executive director of the Disability Funders Network, based
in Virginia. Ms. Delaney has been a board officer for the group since 2004.
Nancy Murray, president of the ARC of Greater Pittsburgh, said the issues Ms. Delaney has helped
solve are ones that people have been working on for years.
""People talk about strategies, but never move forward to solutions. Dee brings all the stakeholders
together to get to the solutions,"" said Ms. Murray.
""I think Dee has greatly influenced the next generation of nonprofit and philanthropic leaders,
leading by example on the value of true collaboration,"" said Susie Chase, a board member of FISA
and former executive director of Working Order, a FISA grantee.
""With Dee, it is never about her own role, or FISA's role, it is always about unmet needs in the
community and the work that needs to be done. That seems to bring out the best in every partner,
and in everyone who has the privilege of working with her.""
Ms. Chase added that advice and technical assistance Ms. Delaney provided to Working Order
""were of equal or greater value to the organization than the grant funds.""
""I still, after many years, never come away from a meeting with Dee that I haven't learned
something, been inspired to work harder, and understood more clearly the value of someone else's
ideas and efforts.""
In her retirement, Ms. Delaney plans to ""give back to the community in new ways,"" she said. A
new frontier is helping young people with disabilities prepare for employment and leadership. ""We
have to keep the fire burning.""
On May 19, FISA announced that Kristy Trautmaim, who has served as the foundation's program
director for six years, was promoted to executive director.
""We sought a person who would follow Ms. Delaney's visionary leadership and guide the
foundation into the next decade,"" said Jane Burger, who chaired the search committee. ""We know
that we have found such a person in Kristy Trautmaim. She understands the challenges facing the
populations the foundation supports and has the trust of the board and the community."""
16;"Ebeling, Betsy
Wednesday, July 28, 2010 12:29 PM
RE:
said: Yeah. Yeah yeah."
16;"HRC: the email below is fro Love that guy. He wanted to share this news with
you. Kudos!!!!"
16;Oh yeah
16;"Blago found guilty of lying to the FBI; will be retried on the other 23 counts; jury hung on 27 counts
(4 agst his brother)"
16;"Ebeling, Betsy <
Wednesday, August 18, 2010 12:10 PM
H
RE:"
16;"Ebeling, Betsy
Thursday, September 2, 2010 2:38 PM
H
You look beautiful!!!!
ole0.bmp; ole0.bmp"
16;"Marking a landmark moment for all
Daily Herald Editorial Board
Published: 8/26/2010 12:05 AM
Today marks a watershed moment in our nation's history.
Know what it is? Any plans to celebrate the occasion? Ninety years ago this day, the United States
secretary of state signed into law the 19th Amendment to the U.S. Constitution giving women the right
to vote.
That significant moment in history securing that basic civil right for one of the two genders in
existence came after a more than 70-year struggle that saw pioneering ""radical"" women jailed and
physically abused as they fought for justice.
Ninety years ago today. Not all that long ago, really. We still have women among us who lived during
a time when this basic but powerful activity was prohibited. Denied to their mothers and
grandmothers, older sisters and aunts.
Illinois played a pivotal role in the struggle, and Illinois and suburban women continue to mark our
history, politics and policy. And they should continue to by exercising their right, speaking out and
working to change policies that affect us all.
Illinois did not allow women to vote in presidential and local elections until 1913 and, according to
votingwomen.org, Illinois, Michigan and Wisconsin were the first three states to ratify the 19th
Amendment on June 10, 1919.
From the start, Illinois and its suburbs have been home to pioneering women. Libertyville's Clara
Colby is listed as the first woman to vote, having cast a ballot for a new town hall while, papers at the
time reported, her husband stayed home to ""scrub clothes in the laundry.""
There is Jane Addams, the Cedarville, III., native social worker and suffragist who founded Chicago's
Hull House and was one of the first women to win a Nobel Peace Prize.
And Illinois has elected 14 female members of Congress. The first was Chicago Republican Winnifred
S. Huck, only the third woman elected to Congress, just two years after the 19th Amendment
ratification. Huck was the first wife and mother elected to Congress. Republican Ruth Hanna
McCormick worked as a Springfield lobbyist who helped pass the law allowing Illinois women to vote
in some elections in 1913 before she moved on to Congress. Democrat Emily Taft Douglas, an early
leader of the League of Women Voters and an internationalist who was the wife of former U.S. Sen.
Paul Douglas and a cousin to President William H. Taft, beat isolationist Republican Stephen Day in
1945, according to the Women in Congress website.
In more recent times, Rockford Republican Lynn Martin moved from Congress to Labor Secretary
and Chicago Democrat Carol Moseley Braun became the first black woman in the U.S. Senate. Now,
of course, we also have Secretary of State Hillary Clinton, who hails from Park Ridge. In the suburban
trenches all along the way, women have been leading and agitating for change. Former Democratic
state Rep. Eugenia Chapman of Arlington Heights is credited with helping start community colleges in
Illinois. Republican Giddy Dyer of Hinsdale joined her in supporting the Equal Rights Amendment and
also passed DuPage County's first clean air ordinance. Chapman worked with Republican Virginia B.
Macdonald of Arlington Heights to establish a women's center at Harper College. And omit goes.
Nice, you say, but big deal? Indeed, they were a big deal and, indeed, women shaping our lives still
are a big deal. Men, can you imagine your life without women? Women, can you imagine your life
without other women? American women have come a long way in 90 years and society is the better
for it. Women vote in greater numbers than men and have for years, nationally and in Illinois. They
very well can and should vote, write laws, lead and play even more influential roles in what the next
90 years, and beyond, may bring us all."
16;"With 97 percent of the precincts counted, Quinn and Bill Brady Were separated by three-tenths of a percentage point —
roughly 11,100 votes out of 3.57 million cast."
16;Mayor Daley just announce that he will not seek re-election. We're in shock.
16;"Republican challenger Bill Brady is expected to concede defeat to,Democratic Gov. Pat Quinn this afternoon, sources
said today.
Brady has been calling leading Illinois Republicans to inform them of his decision to end the race as he trails Quinn by
more than 19,000 votes.
The candidate has scheduled a 1:30 p.m. news conference at a Bloomington hotel."
16;"Ebeling, Betsy
Tuesday, November 30, 2010 9:17 AM
RE:
And in the midst of all this drama, I love that you invoke Diane. It brings a smile to my face and sweet thoughts to mind.
W.IC is in town today. I am going to go say hi.
Don't let the turkeys get you down. B
----"
16;"Post-Daley circus gets started early
Easier to count those who aren't running than those who are
By Rick Pearson, Hal Dardick, Tribune reporters
11:17 PM CDT, September 8,2010
The post-Daley era in Chicago politics began Wednesday with all of the promise of baseball's Opening Day —
no winners, no losers and everyone proclaiming they have a shot at the crown.
With Mayor Richard Daley saying he would not endorse a successor for the Feb. 22 city election, various
political factions engaged in private meetings and a flurry of phone calls aimed at separating the contenders
from the pretenders.
""There will be a lot of candidates,"" Daley said after his first City Council meeting since announcing he would
not seek a seventh term. ""Look at the City Council. All 50 are candidates right now. They all want to be
candidates for mayor and why not? This the best job in America, right here.""
In the anteroom behind the City Council chambers, the scene was controlled chaos as more than a dozen
aldermen — white, black and Latino — happily stepped out of the meeting to give interviews to anyone who
wanted to listen about how they could be the city's next mayor.
But the prospective candidates — following the old political adage that it's ""better to be looked over than
overlooked"" — weren't limited to City Hall.
In Washington, White House chief of staff Rahm Emanuel was touted by another Chicagoan, President Barack
Obama's political guru David Axelrod, as having the skills and personality to be a big-city mayor.
Amid all the early jockeying, bluffing and bullying, veteran Aid. Richard Mell, 33rd, outlined the nuts and bolts
reality of mounting a mayoral campaign with only weeks before the Nov. 22 deadline for submitting petitions.
""Someone's got to have some serious money. This isn't something you just decide,"" Mel! said. ""It takes a full-
scale ward-by-ward operation to identify your votes and get them out to vote.""
Mell also talked about the qualities to look for in a winning candidate — someone who will be a ""unifier"" and
""can't be looked at as looking at one segment of the city.""
Still, many politicians were beginning their assessment by gauging the mood of their political base.
""I don't know if it's as important that it's an African-American candidate as it is about a candidate that is going
to be fair to the African-American community,"" said Aid. Walter Burnett, 27th, head of the council's black
caucus, which met in private at the Hotel Allegro across from City Hall.
""For anyone to run for mayor of the city of Chicago there has to be a groundswell of people in the city to
support them ... Everyone has an opportunity.""
At City Hall, amid the swarm of politicians and reporters, U.S. Rep. Bobby Rush, a South Side Democrat, said
it was ""critical"" to try to find an African-American contender who would work for the black community's
interests. But the council's black caucus agreed only to try to come up with a list of topics, such as improving
education, that prospective candidates should address.
Latino council members met for lunch and agreed to meet again within the next few weeks, giving potential
candidates time to develop a presentation to make to them.
""If there's a Hispanic that runs, he or she will probably get the majority of the Hispanic vote,"" said Ald. Danny
Solis, 25th.
""I think more than likely it probably, if you look at the numbers, it won't be a Hispanic in the runoff,"" Solis said.
""But then I think we can play a very important role"" in backing one of the remaining candidates.
But such sentiments didn't deter one of the city's most prominent Latino politicians from declaring that he plans
to run. City Clerk Miguel del Valle told the Tribune he planned to make a formal announcement ""down the
road.""
Mell and many others expect the field for the February city election will be too fragmented for any candidate to
reach the winning margin of 50 percent plus one vote. If there is no outright winner, the top two vote-getters
proceed to an April 5 runoff election.
One prominent Northwest Side committeeman, who asked not to be identified because of the early stage of the
campaigns, said the measure of those candidates who are real and those who are seeking an ego boost can be
measured in two numbers: 25,000 and $7 million.
Though 12,500 signatures are needed for the February primary, politicians routinely get double the number to
ensure they make the ballot. As for $7 million, the committeeman said, about $4 million would be needed to
ensure a first or second place finish on Feb. 22, followed by a campaign of about $3 million for the April runoff.
""I'm getting a lot of calls about having lunch,"" said the committeeman. ""I've told them to call me back when
they get the signatures and then we can talk about fundraising.""
Aid. Patrick Levar, 45th, who is not running for mayor, said this power vacuum reminds him of when Mayor
Harold Washington died and Eugene Sawyer was picked to replace him.
""There's a lot of people who are going to be jockeying for position, but I've learned over the years to sit and
listen and see who can put the different coalitions together,"" said Levar, who is also the Northwest Side ward's
Democratic committeeman. ""Whoever can raise the amount of money and put the coalition together is the
person who is going to win.""
While many politicians were starting those discussions, some key Democratic committeemen said they hadn't
heard from Emanuel, one of the most prominent potential candidates.
Emanuel, a former top political aide to Daley and Northwest Side congressman, has previously said he'd like to
be mayor but has avoided the spotlight since Daley's announcement.
Robert Gibbs, the White House press secretary, told reporters aboard Air Force One that he expected Emanuel
to ""take some time to think about what he wants to do with his future.""
But Axelrod, who previously served as Daley's political adviser, told ABC News that if Emanuel decided
to leave the White House for a mayoral bid, ""the president will support that decision.""
Saying mayors are ""larger than life personalities,"" Axelrod said Emanuel ""has that combination of skills and
that personality and mindset to be a success if he chooses to go that route."""
16;"That we are. And Huma and your other girls--Capricia, Maggie, Cheryl, Kelly--all proudly show your touch as well. As
ugly and disturbed as the world can be and is these days, there are so many peaceful and beautiful people and places.
You and WJC keep tidying up all the rough patches. We'll be in NY this weekend for the WJC event. Tom may burst
upon seeing and hearing Eric Clapton. Love you, B"
16;"Keith Richards Has Memories to Burn
By JANET MASLIN
It is 3 p.m. Eastern Daylight Time in the New York office of Keith Richards's manager, a place that might look ordinary if
every wall and shelf were not crammed with some of the world's most glorious rock 'n' roll memorabilia. Mr. Richards has
a 3 o'clock appointment. ""Come on in, he'll be here in a minute,"" an assistant says — and here he comes in a minute, at
3:01. This from a man who once prided himself for operating on Keith Time, as in: the security staff ate the shepherd's pie
that Keith wanted in his dressing room? Then everyone in this packed stadium can bloody well wait. The Rolling Stones
don't play until another shepherd's pie shows up.
Chalk up the promptness to the man's new incarnation: he is now Keith Richards, distinguished author. True, he is far
from the only rock star to turn memoirist, and far from the only Rolling Stone to write a book about himself — very much
about himself. The raven-haired Ron Wood wrote ""Ronnie,"" in which he described Brian Jones as ""me in a blond wig."" Bill
Wyman, the band's retired bass player and bean counter, wrote ""Stone Alone,"" in which not a 15-shilling demo disc went
unmentioned. Now Mr. Richards has written the keeper: ""Life,"" a big, fierce, game-changing account of the Stones' nearly
half-century-long adventure.
""It's the most difficult thing I've ever done,"" he says about the book. ""I'd rather make ro records.""
But he sounds anything but weary. And he seems refreshed, bearing surprisingly little resemblance to the battered, kohl-
eyed pirate Keith Richards who looks like 50 miles of bad road. Today, in neutral street clothes and hot-green shoes, he is
positively debonair. On his hands: the ubiquitous silver skull ring, swollen knuckles, the thin white scar from a hunk of
steaming phosphorus that burned his finger to the bone while he played through a concert without stopping. On his head:
both a headband and a raffish, straw-colored hat, gray tufts poking out in all directions. Not a single gewgaw hangs off it.
""I've been through that phase,"" he says. ""Don't know that the hair will take the pressure anymore.""
He's been through quite a lot of phases. And they're all on the page in ""Life"": the Boy Scout (really); the tyro rocker; the
lovestruck kid (mad for Ronnie Spector, unbeknownst to Phil Spector); the astonished new star; the heroin-addicted older
one; the jaded veteran of countless world tours; and the longtime sparring partner of Mick Jagger. (Despite tabloid shock
over the bickering in the book, these two have seriously been calling each other names at least since the early 198os.) All of
this is recounted with straight-up candor, and some of it is easily sensationalized. But the book's single biggest stunner is a
hand-written note on its jacket flap: ""Believe it or not, I haven't forgotten any of it.""
How, he is asked, is this humanly possible from a man as well known for stupefaction as ""Satisfaction?"" ""I think my main
concern at the beginning was whether my memory was really reliable,"" he says. ""Fox had to do a little sleuthing."" Fox is
James Fox, the journalist and author of ""White Mischief,"" who has been Mr. Richards's friend over many years and was
his collaborator in putting ""Life"" together. (It was sold to Little, Brown & Company for a reported advance of more than $7
million.)
Mr. Fox wound up researching Mr. Richards's past, conducting interviews with those who knew him long ago and drawing
upon wonderfully candid old letters and journal entries. ""Spent day practising,"" the 19-year-old Mr. Richards wrote in
January 1963, when the Stones were just beginning to play in public. ""Worthwhile, I hope!"" Also exhumed: a 1962 letter
from Mr. Richards to his Aunt Patty describing a boy he had known in primary school, Mick Jagger. He signs off
""Luff/Keith XXXXX""
These artifacts turned out to be the Richards equivalent of Proust's madeleines, though Mr. Richards, whose reading taste
runs to naval history and the novels of Patrick O'Brian and George MacDonald Fraser, would hardly put it that way. In any
case they prompted recollections that he never expected to rediscover, and ""Life"" began to click. Once his stories were told
and a draft was written, he and Mr. Fox wound up sitting together with separate copies of the manuscript as Mr. Fox read
B6
the whole book aloud. ""What I couldn't guess was that he'd be such a very good natural editor,"" Mr. Fox, reached by e-
mail, says of Mr. Richards. ""He cut, accordingly, for pace and rhythm — a real musical cut.""
As for calling the book ""Life,"" Mr. Richards did some editing there too. ""My Life"" was what the book was to be called. ""I
said 'I tell you what, just cut off the 'My,' and you've got a title,"" he says. He might just as appropriately have used another
title he likes, ""Keep It Dark."" But, he says, ""I'm saving it for a song.""
The contents of ""Life"" are dark enough already. The book begins with a 1975 drug bust in Arkansas and a judge who was
persuaded to free Mr. Richards after confiscating his hunting knife (which still hangs in the courtroom) and having a
picture taken with him. How did Mr. Richards get so lucky? ""I really can't explain it,"" he says, deadpan, about that now.
""Maybe I've got an honest face.""
It covers many other arrests too, as well as Mr. Richards's grueling efforts to kick his heroin addiction, which he claims to
have done successfully 30 years ago. ""Stories like this aren't told very much,"" he insists. ""There aren't many people willing
to tell them.""
Then there are the other health hazards that the book describes. Like electrocution. ""My most spectacular one was in
Sacramento. ..."" he now says with a smile, drifting off into a fond-sounding reverie that involves a guitar string touching an
ungrounded microphone and clouds of smoke billowing out of his mouth. He has a good laugh at the memory of finding
himself in a hospital and hearing a doctor say, ""Well, they either wake up or they don't.""
""Life"" has already attracted undue attention for a schoolyard-sounding anatomical swipe at Mr. Jagger. But this is a book
that pulls no punches, and most of its disses are more serious than that. ""Cold-blooded"" and ""vicious"" are only two of the
more printable words he uses to describe Brian Jones. Allen Ginsberg was an ""old gasbag."" Mick Taylor, the former
Rolling Stone, ""didn't do anything"" after he left the band, and Donald Cammell, the film director (""Performance,"" starring
Mr. Jagger and Anita Pallenberg, Mr. Richards's longtime lover and partner in crime), couldn't commit suicide quickly
enough to suit Mr. Richards. (He shot himself in 1996.) When Marlon Brando propositioned him and Ms. Pallenberg, Mr.
Richards remembers replying with this: ""Later, pal.""
As for Mr. Jagger, the complaints are deep-seated. They involve credit hogging, social climbing, egomania, insecurity,
unethical business behavior and — here comes a Freudian's holiday for anyone who's ever watched the bare-chested young
Jagger and Richards vamp it up together — uncertain sexual identity. There's also a cool condescension about Mr. Jagger's
contributions to the duo's songwriting. And a nasty nickname or two, like ""Disco Boy.""
In conversation about all this, Mr. Richards is emphatically blase: ""It's bound to be somewhat rough, but the point is I'm
trying to tell the story from Day 1 to now,"" he says. And sure: ""There's the odd conflict here and there. But if you weigh it
all out, those things count for nothing."" Mr. Richards did see to it that Mr. Jagger knew what was in the book ahead of
time. ""The important thing to me,"" he says, ""was that Mick had been through it and seen it and knew what was what.""And
is there anything that one Stone can say about another Stone and really give offense at this point? ""No.""
But is there anything new that can be said about the Stones anyway? As ""Life"" emphatically demonstrates, the answer is
yes. And some of its most surprisingly revelatory material appears in what Mr. Richards jokingly calls ""Keefs Guitar
Workshop."" Here are the secrets of some of the world's most famous rock riffs and the almost toy-level equipment on
which they were recorded, like the cassette recorder onto which Mr. Richards dubbed guitar layer after guitar layer for
""Street Fighting Man,"" ""Jumpin' Jack Flash"" and part of ""Gimme Shelter."" Here's how the silent beats in Elvis Presley's
""Heartbreak Hotel"" worked their way into some of Mr. Richards's most inspired solos. Mr. Fox found that ""Heartbreak
Hotel"" itself was the key to some of Mr. Richards's best musical memories.
Some of this is by now well known to music critics. But Mr. Richards makes it fascinating at the layman's level. And he is
surprised to find that early readers haven't been skipping the musicology, even though the book cordially invites them to
do so. What he finds most gratifying about having written ""Life"" is the chance for both him and his readers to grasp the
breadth and range of this book's material. He is the rare memoirist who can say, without hyperbole, ""that what I hoped
was worth sharing with people turned out to be far more important than I could possibly imagine.""
It's getting late. Time to leave this bright orange room where Mr. Richards's name is emblazoned on a director's chair;
where assorted music awards and platinum records are everywhere; where there's a discreet little skull in the middle of
the wall mirror; where his Louis Vuitton guitar case — he did an ad for Vuitton — is parked in a corner. But the items
likeliest to catch his eye are the ones on the coffee table: loose cigarettes neatly arrayed in a holder, a lighter, more
cigarettes in a pack.
""Do you mind if I smoke?"" he had asked when he first appeared. Easy one: Who, aside from Keith Richards and certain
legal authorities, has ever kept Keith Richards from doing anything? But an hour has gone by, and he hasn't touched the
cigarettes. He hasn't even looked at them. He has done not one thing to make him resemble the sullen, haunted,
diabolically beautiful creature on the cover of his book, the one with hellfire blazing up from his hand to meet the blurry
white thing he's smoking.
""That?"" he says innocently when asked about the picture. ""Oh, that's just me lighting a cigarette. That's all I was doing."""
16;"Senate Republicans Filibuster Fair Pay For Women
Matt Finkelstein
The first bill President Obama signed after taking office was the Lilly
Ledbetter Fair Pay Act, which made it easier for women to seek justice for
pay discrimination. At the time, Sens. Susan Collins (R-ME), Kay Bailey
Hutchison (R-TX) and Olympia Snowe (R-ME) joined with Democrats to
overcome strong Republican opposition to the bill.
But today, all three Republican senators voted against a motion to
proceed on the Paycheck Fairness Act, a bill that ""would further
strengthen current laws against gender-based wage discrimination."" The
motion was defeated by a vote of 58-41, falling two votes short of the 60
needed for the bill to be considered on the Senate floor.
This is not the first time the Paycheck Fairness Act has stalled in the
Senate. In 2008, the upper chamber failed to vote on the bill after it was
approved by the House, which passed the legislation again in 2009 with
the support of 10 Republicans.
Women earn barely three-quarters of what their male counterparts make
for the same work, but conservatives have invented a number of
ludicrous reasons for opposing equal pay legislation. For example, the
Heritage Foundation has suggested that equal pay laws actually hurt
women because businesses simply won't hire them if they are required to
pay them fair wages. And Sen. John McCain (R-AZ) has claimed that
women would receive better compensation if they just had more
""education and training."""
