SenderPersonId;ExtractedBodyText
21;"http://religion.b1ogs.cnn.com/20 1 2/09/13/my-take-a-deadlv-link-between-islamic-and-anti-islam c-extremists/
Editor's Note: Stephen Prothero, a Boston University religion scholar and author of ""The American Bible:
How Our Words Unite, Divide, and Define a Nation,"" is a regular CNN Belief Blog contributor.
By Stephen Prothero, Special to CNN
What should we make of the attacks on the U.S. consulates in Egypt, Libya and Yemen, and the deaths of
four Americans, including U.S. ambassador to Libya Chris Stevens?
It depends on who you mean by ""we.""
From the perspective of those who stormed the embassies, taking down the American flag in Egypt and
replacing it with a black flag reading, ""There is no God but Allah and Mohammed is his messenger,"" theirs was
an act of justice on behalf of the One True Faith.
The Americans had it coming, according to this view, because Americans are on the wrong side in the clash of
civilizations between the Judeo-Christian West and the Muslim world. And the creation of an anti-Islamic video
(ironically entitled ""Innocence of Muslims"") by a producer thought to be an American provided the catalyst
(or excuse) for the protests.
Why Muslims are sensitive about portraying the Prophet Mohammed
Most Americans operate by a different ""we."" From our perspective, the assault was an unjust and cowardly
attack on (among other things) the rule of law, the institution of diplomacy and the right of free speech.
Libyan Deputy Prime Minister Mustafa Abushagur gave voice to this perspective when he said on Twitter, ""I
condemn these barbaric attacks in the strongest possible terms. This is an attack on America, Libya and free
people everywhere.""
""Some have sought to justify this vicious behavior as a response to inflammatory material posted on the
Internet,"" Secretary of State Hillary Clinton added. ""The United States deplores any intentional effort to
denigrate the religious beliefs of others. Our commitment to religious tolerance goes back to the very beginning
of our nation.""
In a commencement speech at Kenyon College in 2005, later published as""This Is Water,"" novelist David
Foster Wallace urged student to scrutinize the ""natural, basic self-centeredness"" that puts ""me"" at the center of
the world.
This unconscious ""default setting"" fosters the sort of ""blind certainty"" that manifests as arrogant atheism and
fundamentalism alike, Wallace said. And the point of education is to shake us out of that ""default setting"" — to
begin to see things from the perspectives of others.
Follow the CNN Belief Blog on Twitter
U.S. Department of State
Case No. F-2015-04841
Doc No. C05739590
Date: 05/13/2015
STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.
SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045293
B6
U.S. Department of State
Case No. F-2015-04841
Doc No. C05739590
Date: 05/13/2015
STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.
SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER.
Wallace focused in his speech on the individual ""I."" But his critique can be applied as well to another ""default
setting"" (this one more cultural than natural): our tendency to understand the world from the perspective of
Give:5
According to those who stormed the embassies, ""Innocence of Muslims"" was not made by an individual
(whoever the shadowy ""Sam Bacile"" may — or may not — be). It was made by anAmerican.
Moreover, according to this groupthink, Americans as a group are responsible for the sins of individual
Americans, so it makes perfect sense to strike out at embassy personnel who issued a statement before the
protests turned deadly, condemning ""the continuing efforts by misguided individuals to hurt the religious
feelings of Muslims, as we condemn efforts to offend believers of all religions.""
CNN's Belief Blog: The faith angles behind the biggest stories
Meanwhile, the shadowy figures who produced and distributed ""Innocence of Muslims"" are imprisoned in some
groupthink of their own, which gathers all the world's Muslims under the category of an evil Islamic empire.
Their film doesn't just depict Mohammed as a con man, philanderer, and pedophile. It portrays his followers as
dupes.
Unfortunately, the events of recent days have done nothing to jar the alleged producer out of this default setting.
When questioned about his film in the aftermath of the Libyan and Egyptian attacks, a man identifying himself
as ""Sam Bacile"" reportedly told the Wall Street Journal that ""Islam is a cancer.""
You don't need a Kenyon college degree to see how this vicious cycle of provocation and violence is fueled,
and you don't need to be a moral relativist to see that it takes two sides to keep it running.
I am an American who is justly proud of the First Amendment and its protections of freedom of speech and
religion. And I believe that killing your opponents in the name of God or nation is a far greater offense than
offending them with an ignorant movie.
Nonetheless, the root problem on display here is in my view what Wallace denounced as ""blind certainty.""
Our world is not divided first and foremost along religious or national lines, into Muslims and Christians and
Hindus or Israelis and Americans and Egyptians.
Neither is it divided into secularists and people of faith — the New Atheists and partisans of old-time religion.
The real ""red line"" in the modem world divides the certain from the uncertain. And in the tragic events of recent
days, those who produced and distributed this hateful movie stand on the same side of this line as the killers of
innocents in Libya and Egypt.
Both groups are possessed by the unholy spirit of ""blind certainty,"" unacquainted with both the complexity and
contradictions of life on Earth and the ""cloud of unknowing"" that hovers over every major religion.
The great religious thinkers in Judaism, Christianity and Islam always knew enough to know that they did not
know everything.
They knew the difference between the eternal decrees of the God of Abraham and the all-too-flawed thoughts of
ordinary people. They knew, in short, that they are not God, who alone is charged with creating and destroying
the world and discriminating along the way between the real and the illusory.
The killers in Libya have forgotten that. So have the not-so-innocent producers and distributors of Innocence
of Islam.""
The opinions expressed in this commentary are solely those of Stephen Prothero.
U.S. Department of State
Case No. F-2015-04841
Doc No. C05739590
Date: 05/13/2015
STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.
SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045294
U.S. Department of State
Case No. F-2015-04841
Doc No. C05739590
Date: 05/13/2015
STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.
SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER.
CNN's Belief Blog: The faith angles behind the biggest stories
Follow the CNN Belief flog on Twitter
U.S. Department of State
Case No. F-2015-04841
Doc No. C05739590
Date: 05/13/2015
STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.
SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-5CB0045295"
21;"LexmarkAIOScan9jpg; LexmarkAIOScan11jpg; LexmarkAIOScan12jpg;
LexmarkAIOScan13jpg; LexmarkAIOScan9jpg
I agreed to this feature because the mag covers most of Travis' district... Hoping to add some narrative and values to
things down there... A good bit of copy on the Clinton family... It doesn't seem to be online (not yet anyway). took
shots of hardcopy (attachments) and sent to us:
Sent from my Verizon Wireless BlackBerry"
SenderPersonId;ExtractedBodyText
25;"Button, Case <ButtonWC@state.gov>
Monday, January 18, 2010 9:38 PM
Re:
B6
Secretary-
Thank you so much for the well wishes. I have enjoyed working for you (everyday since
and am grateful for another year supporting the work you do.
Thank you again for the note. See you in HST!
Case"
SenderPersonId;ExtractedBodyText
34;"Good Afternoon,
I work as a Help Desk Analyst and it has come to my attention that one of our customers has been receiving permanent
fatal errors from this address, can you please confirm if you receive this message.
Thank you for your assistance,
Christopher
Christopher Butzgy
VES-IRM (POEMS)
202-647-8700
This e-mail is Unclassified based on the criteria of E.O. 12958"
SenderPersonId;ExtractedBodyText
42;"Kelly, Craig A <KellyC@state.gov>
Monday, January 18, 2010 9:39 AM
H; Valenzuela, Arturo A
Re: Venezuela
Madam Secretary:
I will be in touch with Judith, RI et al.
Best,
Craig"
42;
42;"Kelly, Craig A <KellyC@state.gov>
Monday, January 18, 2010 11:52 AM
H
RE: Venezuela
Best,
ck
SBU
This email is UNCLASSIFIED"
SenderPersonId;ExtractedBodyText
16;"My hair is getting whiter by the minute watching these reports of your trip to Pakistan. I know you'll do a smart job but
be very cautious as well-- I need you both in excellent shape to see ME on Nov 6 at your DC event. Love, Betsy Sent
from my Verizon Wireless BlackBerry"
16;
16;
16;"I will be out of the office and not checking email Friday, May 28, 2010; Our offices will be closed Monday, May 31. I will be back
in the office Tuesday, June 1.
/"
16;"Ebeling, Betsy.
Tuesday, June 1, 2010 9:12 AM
H
RE:"
16;"Ebeling, Betsy
Monday, June 7, 2010 9:30 AM
RE: Sad news
We cannot seem to change DCFS' decision and it looks as though it will close. You were the first recipient of their yearly
honor. Where will these boys go?"
16;Thanks, Gertie, for the very sweet effort. I know such great women, lucky me.
16;"RELEASE IN PART
B6
Gert: thank you for sending the letter to
retirement.
on the occasion of her
flew in to surprise her at the luncheon. It was a great day
all around for a great lady. Thanks again. B"
16;"Under-Skin Defibrillators Seen Closer to Reality
By BARRY MEIER
The likelihood that patients in the United States may some day receive heart defibrillators that can operate without
electrical wires connected to their hearts has moved a step closer, according to a study published Wednesday.
The development of the new type of defibrillator has been long pursued by a researcher, Dr. Gust H. Bardy, at the Seattle
Institute for Cardiac Research in Seattle. And in the study in The New England Journal of Medicine, Dr. Bardy and other
researchers reported that initial trials of such a device in patients were successful.
Defibrillators fire an electrical jolt to interrupt a potentially fatal heart rhythm and restore normal beating. For a unit to
function, a surgeon must thread an electrical sensing wire through a blood vessel into a patient's heart. The wires pose
risks because they can, on rare occasion, puncture the heart during implantation or fracture while in place.
The new version delivers the electrical jolt by means of a sensor implanted under the skin near the chest bone. A power
unit is placed under the skin on the side of the chest.
The new device is already for sale in some European countries, but Dr. Bardy and others cautioned that full-scale, long-
term trials were still needed to prove the implant's worth to the Food and Drug Administration. Even if successful, the
unit could not be used by all patients who needed a defibrillator, but several researchers said they were excited by the new
study nonetheless.
Dr. Douglas P. Zipes, a professor at the Indiana University School of Medicine in Indianapolis, said the new device could
someday displace existing models used in many patients Every month, about 10,000 patients in this country get a
defibrillator, either for the first time or as replacements for devices whose batteries have worn out.
In recent years, the safety of defibrillator wires has come in particular focus because a model made by Medtronic has been
prone to fracturing. Hundreds of patients who received the model have had to undergo new operations to replace it. Also,
scar tissue often builds up around intravenous wires, a process that can make removing and replacing them difficult or
dangerous.
Dr. Bardy said in a telephone interview that the deaths of several patients many years ago because of wire-related injuries
were a factor in his interest in developing the new device.
""You are looking at a therapy that can avert, we hope, complications and be as effective,"" he said.
In the study published Wednesday, Dr. Bardy and others reported that the new device had undergone several successful
initial trials, including one in which it was used for a year in about 60 patients.
The device is being developed by Cameron Health, a small company in San Clemente, Calif., that was co-founded by Dr.
Bardy. Since the cardiologist began work on the project about a decade ago, the defibrillator he helped design has gone
through several iterations.
The device will not be suitable for a significant number of heart patients, particularly those who require units that also
include a pacemaker, which regulates a heart that is beating too fast or too slowly.
But Dr. Bardy estimated that the device could work in about 25 percent of patients who now get a defibrillator. These are
largely patients at risk, because of genetic factors or certain types of heart diseases, for a type of erratic cardiac rhythm
that can cause sudden death. Dr. Bardy said the cost of the new device is about the same as a standard defibrillator.
However, he said it could help reduce health care costs, because implanting it is much simpler.
Before the device can be sold here, Cameron Health will have to submit more extensive human trial data to theF.D.A.. Dr.
Bardy said a larger study of the device has just begun in this country and overseas and that it will most likely take a year or
more to assemble data from it for the agency's review."
16;"Attended Ambassador Capricia's event last night at the Art Institute. It was a magical evening.
We sat with the ambassador
from Guyana and the ambassador from the Philippines. Lovely people. A staff from the Dept of
State sat with us: Gladys hope she would report that we
behaved. A lovely idea this field trip for the big guys/gals.
ambassadors pretending that they were more excited about going to the
Merc. Rick's group doing a great job. Now if only the weather would cooperate. We had 2 1/2 inches
of rain this morning."
16;"Ebeling, Betsy <
Wednesday, August 11, 2010 9:28 AM
H; Huma Abedin; abedinh@state.gov; RussoRV@state.gov
Something has gone haywire with my blackberry (oh no!!) so I must apologize if you have already
heard from me and if not, apologize again for the delay in getting back to you with my update. Rob,
the letter arrived on time and and I delivered it to the family at the wake last
night, and the kids were so touched by the letter and the effort made by all of you. said
through tears: that wonderful woman!! And that you are, my Dear Gert. Your words meant so
much to the kids and They were showing it, very carefully, to s family, especially her
father. This was a hard one. Love you, B"
16;"Ebeling, Betsy
Thursday, May 27, 2010 4:33 PM
H
ole0.bmp
FISA director leaves legacy of collaboration
Breaking down barriers
Wednesday, May 26, 2010
By Tina Calabro, Pittsburgh Post-Gazette
Pam Panchak/Post-Gazette
FISA Foundation retiring executive director Dee Delaney, left, with the new executive director,
Kristy Trautmann.
To people in the local disability community, Dee Delaney is a household name.
When news came this spring of her intention to retire as executive director of FISA Foundation in
August, one could almost hear a collective gasp. With 14 years at the helm of the small but
influential foundation, Ms. Delaney has had a pronounced and lasting influence on quality of life in
our region.
On behalf of FISA, Ms. Delaney has changed the local landscape not only by funding projects with
far-reaching results, but by bringing people together to craft solutions to longstanding problems and
by becoming personally involved in many of the projects the foundation funds.
She became the first executive director of FISA Foundation when it began in 1996 with proceeds
from the sale of Hannarville Rehabilitation Center, a nonprofit, to HealthSouth, a for-profit
organization.
The new foundation would continue the mission of the Federation of Independent School Alumnae,
an organization that opened a convalescent home for women in 1911 and the Harmarville
Rehabilitation Center in 1954. That mission was to improve the lives of women, girls and people
with disabilities in Western Pennsylvania.
Ms. Delaney, who had been involved with Harmarville since 1980 -- starting as a volunteer and
ending as development director of its foundation -- sought the job of leading FISA. ""I realized the
impact the foundation could have. FISA is not a large foundation, but it's a very focused
foundation,"" she said.
Over the past 14 years, FISA's endowment has grown to more than $38 million. Over $17 million
has been granted to 726 projects in 298 organizations.
A roll call of projects funded by FISA reflects progressive thinking about including of people with
disabilities in all aspects of life, especially access to health care. Programs have become national
models.
Women with disabilities, for example, often encounter barriers in typical healthcare settings.
Standard exam tables and diagnostic equipment were designed for the able-bodied, and medical
staff often struggle to accommodate individuals with special needs. FISA provided the seed money
for the Center for Women with Disabilities at Magee-Womens Hospital of UPMC, one of the first
such clinics in the nation. FISA is involved in the overall issue of improving access to healthcare
for people with disabilities.
Likewise, people with disabilities have difficulty obtaining dental care. A FISA-funded project at
Achieva is creating statewide, systemic solutions. FISA also provided support for the Center for
Patients with Special Needs at Pitt's School of Dental Medicine.
FISA has also taken the lead on training arts and cultural venues how to make events more
accessible and helping places of worship more welcoming
""Dee is a national leader in the field. If there were more people like her, we wouldn't have the
issues we have,"" said Kim Hutchinson, executive director of the Disability Funders Network, based
in Virginia. Ms. Delaney has been a board officer for the group since 2004.
Nancy Murray, president of the ARC of Greater Pittsburgh, said the issues Ms. Delaney has helped
solve are ones that people have been working on for years.
""People talk about strategies, but never move forward to solutions. Dee brings all the stakeholders
together to get to the solutions,"" said Ms. Murray.
""I think Dee has greatly influenced the next generation of nonprofit and philanthropic leaders,
leading by example on the value of true collaboration,"" said Susie Chase, a board member of FISA
and former executive director of Working Order, a FISA grantee.
""With Dee, it is never about her own role, or FISA's role, it is always about unmet needs in the
community and the work that needs to be done. That seems to bring out the best in every partner,
and in everyone who has the privilege of working with her.""
Ms. Chase added that advice and technical assistance Ms. Delaney provided to Working Order
""were of equal or greater value to the organization than the grant funds.""
""I still, after many years, never come away from a meeting with Dee that I haven't learned
something, been inspired to work harder, and understood more clearly the value of someone else's
ideas and efforts.""
In her retirement, Ms. Delaney plans to ""give back to the community in new ways,"" she said. A
new frontier is helping young people with disabilities prepare for employment and leadership. ""We
have to keep the fire burning.""
On May 19, FISA announced that Kristy Trautmaim, who has served as the foundation's program
director for six years, was promoted to executive director.
""We sought a person who would follow Ms. Delaney's visionary leadership and guide the
foundation into the next decade,"" said Jane Burger, who chaired the search committee. ""We know
that we have found such a person in Kristy Trautmaim. She understands the challenges facing the
populations the foundation supports and has the trust of the board and the community."""
16;"Ebeling, Betsy
Wednesday, July 28, 2010 12:29 PM
RE:
said: Yeah. Yeah yeah."
16;"HRC: the email below is fro Love that guy. He wanted to share this news with
you. Kudos!!!!"
16;Oh yeah
16;"Blago found guilty of lying to the FBI; will be retried on the other 23 counts; jury hung on 27 counts
(4 agst his brother)"
16;"Ebeling, Betsy <
Wednesday, August 18, 2010 12:10 PM
H
RE:"
16;"Ebeling, Betsy
Thursday, September 2, 2010 2:38 PM
H
You look beautiful!!!!
ole0.bmp; ole0.bmp"
16;"Marking a landmark moment for all
Daily Herald Editorial Board
Published: 8/26/2010 12:05 AM
Today marks a watershed moment in our nation's history.
Know what it is? Any plans to celebrate the occasion? Ninety years ago this day, the United States
secretary of state signed into law the 19th Amendment to the U.S. Constitution giving women the right
to vote.
That significant moment in history securing that basic civil right for one of the two genders in
existence came after a more than 70-year struggle that saw pioneering ""radical"" women jailed and
physically abused as they fought for justice.
Ninety years ago today. Not all that long ago, really. We still have women among us who lived during
a time when this basic but powerful activity was prohibited. Denied to their mothers and
grandmothers, older sisters and aunts.
Illinois played a pivotal role in the struggle, and Illinois and suburban women continue to mark our
history, politics and policy. And they should continue to by exercising their right, speaking out and
working to change policies that affect us all.
Illinois did not allow women to vote in presidential and local elections until 1913 and, according to
votingwomen.org, Illinois, Michigan and Wisconsin were the first three states to ratify the 19th
Amendment on June 10, 1919.
From the start, Illinois and its suburbs have been home to pioneering women. Libertyville's Clara
Colby is listed as the first woman to vote, having cast a ballot for a new town hall while, papers at the
time reported, her husband stayed home to ""scrub clothes in the laundry.""
There is Jane Addams, the Cedarville, III., native social worker and suffragist who founded Chicago's
Hull House and was one of the first women to win a Nobel Peace Prize.
And Illinois has elected 14 female members of Congress. The first was Chicago Republican Winnifred
S. Huck, only the third woman elected to Congress, just two years after the 19th Amendment
ratification. Huck was the first wife and mother elected to Congress. Republican Ruth Hanna
McCormick worked as a Springfield lobbyist who helped pass the law allowing Illinois women to vote
in some elections in 1913 before she moved on to Congress. Democrat Emily Taft Douglas, an early
leader of the League of Women Voters and an internationalist who was the wife of former U.S. Sen.
Paul Douglas and a cousin to President William H. Taft, beat isolationist Republican Stephen Day in
1945, according to the Women in Congress website.
In more recent times, Rockford Republican Lynn Martin moved from Congress to Labor Secretary
and Chicago Democrat Carol Moseley Braun became the first black woman in the U.S. Senate. Now,
of course, we also have Secretary of State Hillary Clinton, who hails from Park Ridge. In the suburban
trenches all along the way, women have been leading and agitating for change. Former Democratic
state Rep. Eugenia Chapman of Arlington Heights is credited with helping start community colleges in
Illinois. Republican Giddy Dyer of Hinsdale joined her in supporting the Equal Rights Amendment and
also passed DuPage County's first clean air ordinance. Chapman worked with Republican Virginia B.
Macdonald of Arlington Heights to establish a women's center at Harper College. And omit goes.
Nice, you say, but big deal? Indeed, they were a big deal and, indeed, women shaping our lives still
are a big deal. Men, can you imagine your life without women? Women, can you imagine your life
without other women? American women have come a long way in 90 years and society is the better
for it. Women vote in greater numbers than men and have for years, nationally and in Illinois. They
very well can and should vote, write laws, lead and play even more influential roles in what the next
90 years, and beyond, may bring us all."
16;"With 97 percent of the precincts counted, Quinn and Bill Brady Were separated by three-tenths of a percentage point —
roughly 11,100 votes out of 3.57 million cast."
16;Mayor Daley just announce that he will not seek re-election. We're in shock.
16;"Republican challenger Bill Brady is expected to concede defeat to,Democratic Gov. Pat Quinn this afternoon, sources
said today.
Brady has been calling leading Illinois Republicans to inform them of his decision to end the race as he trails Quinn by
more than 19,000 votes.
The candidate has scheduled a 1:30 p.m. news conference at a Bloomington hotel."
16;"Ebeling, Betsy
Tuesday, November 30, 2010 9:17 AM
RE:
And in the midst of all this drama, I love that you invoke Diane. It brings a smile to my face and sweet thoughts to mind.
W.IC is in town today. I am going to go say hi.
Don't let the turkeys get you down. B
----"
16;"Post-Daley circus gets started early
Easier to count those who aren't running than those who are
By Rick Pearson, Hal Dardick, Tribune reporters
11:17 PM CDT, September 8,2010
The post-Daley era in Chicago politics began Wednesday with all of the promise of baseball's Opening Day —
no winners, no losers and everyone proclaiming they have a shot at the crown.
With Mayor Richard Daley saying he would not endorse a successor for the Feb. 22 city election, various
political factions engaged in private meetings and a flurry of phone calls aimed at separating the contenders
from the pretenders.
""There will be a lot of candidates,"" Daley said after his first City Council meeting since announcing he would
not seek a seventh term. ""Look at the City Council. All 50 are candidates right now. They all want to be
candidates for mayor and why not? This the best job in America, right here.""
In the anteroom behind the City Council chambers, the scene was controlled chaos as more than a dozen
aldermen — white, black and Latino — happily stepped out of the meeting to give interviews to anyone who
wanted to listen about how they could be the city's next mayor.
But the prospective candidates — following the old political adage that it's ""better to be looked over than
overlooked"" — weren't limited to City Hall.
In Washington, White House chief of staff Rahm Emanuel was touted by another Chicagoan, President Barack
Obama's political guru David Axelrod, as having the skills and personality to be a big-city mayor.
Amid all the early jockeying, bluffing and bullying, veteran Aid. Richard Mell, 33rd, outlined the nuts and bolts
reality of mounting a mayoral campaign with only weeks before the Nov. 22 deadline for submitting petitions.
""Someone's got to have some serious money. This isn't something you just decide,"" Mel! said. ""It takes a full-
scale ward-by-ward operation to identify your votes and get them out to vote.""
Mell also talked about the qualities to look for in a winning candidate — someone who will be a ""unifier"" and
""can't be looked at as looking at one segment of the city.""
Still, many politicians were beginning their assessment by gauging the mood of their political base.
""I don't know if it's as important that it's an African-American candidate as it is about a candidate that is going
to be fair to the African-American community,"" said Aid. Walter Burnett, 27th, head of the council's black
caucus, which met in private at the Hotel Allegro across from City Hall.
""For anyone to run for mayor of the city of Chicago there has to be a groundswell of people in the city to
support them ... Everyone has an opportunity.""
At City Hall, amid the swarm of politicians and reporters, U.S. Rep. Bobby Rush, a South Side Democrat, said
it was ""critical"" to try to find an African-American contender who would work for the black community's
interests. But the council's black caucus agreed only to try to come up with a list of topics, such as improving
education, that prospective candidates should address.
Latino council members met for lunch and agreed to meet again within the next few weeks, giving potential
candidates time to develop a presentation to make to them.
""If there's a Hispanic that runs, he or she will probably get the majority of the Hispanic vote,"" said Ald. Danny
Solis, 25th.
""I think more than likely it probably, if you look at the numbers, it won't be a Hispanic in the runoff,"" Solis said.
""But then I think we can play a very important role"" in backing one of the remaining candidates.
But such sentiments didn't deter one of the city's most prominent Latino politicians from declaring that he plans
to run. City Clerk Miguel del Valle told the Tribune he planned to make a formal announcement ""down the
road.""
Mell and many others expect the field for the February city election will be too fragmented for any candidate to
reach the winning margin of 50 percent plus one vote. If there is no outright winner, the top two vote-getters
proceed to an April 5 runoff election.
One prominent Northwest Side committeeman, who asked not to be identified because of the early stage of the
campaigns, said the measure of those candidates who are real and those who are seeking an ego boost can be
measured in two numbers: 25,000 and $7 million.
Though 12,500 signatures are needed for the February primary, politicians routinely get double the number to
ensure they make the ballot. As for $7 million, the committeeman said, about $4 million would be needed to
ensure a first or second place finish on Feb. 22, followed by a campaign of about $3 million for the April runoff.
""I'm getting a lot of calls about having lunch,"" said the committeeman. ""I've told them to call me back when
they get the signatures and then we can talk about fundraising.""
Aid. Patrick Levar, 45th, who is not running for mayor, said this power vacuum reminds him of when Mayor
Harold Washington died and Eugene Sawyer was picked to replace him.
""There's a lot of people who are going to be jockeying for position, but I've learned over the years to sit and
listen and see who can put the different coalitions together,"" said Levar, who is also the Northwest Side ward's
Democratic committeeman. ""Whoever can raise the amount of money and put the coalition together is the
person who is going to win.""
While many politicians were starting those discussions, some key Democratic committeemen said they hadn't
heard from Emanuel, one of the most prominent potential candidates.
Emanuel, a former top political aide to Daley and Northwest Side congressman, has previously said he'd like to
be mayor but has avoided the spotlight since Daley's announcement.
Robert Gibbs, the White House press secretary, told reporters aboard Air Force One that he expected Emanuel
to ""take some time to think about what he wants to do with his future.""
But Axelrod, who previously served as Daley's political adviser, told ABC News that if Emanuel decided
to leave the White House for a mayoral bid, ""the president will support that decision.""
Saying mayors are ""larger than life personalities,"" Axelrod said Emanuel ""has that combination of skills and
that personality and mindset to be a success if he chooses to go that route."""
16;"That we are. And Huma and your other girls--Capricia, Maggie, Cheryl, Kelly--all proudly show your touch as well. As
ugly and disturbed as the world can be and is these days, there are so many peaceful and beautiful people and places.
You and WJC keep tidying up all the rough patches. We'll be in NY this weekend for the WJC event. Tom may burst
upon seeing and hearing Eric Clapton. Love you, B"
